# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
393.402 1.67848e-06 -1.17893e-07 -1.40143e-05 3.28771e-07 1.56928e-05 -4.46664e-07
395.939 1.56141e-06 -1.05555e-07 -1.37811e-05 3.09061e-07 1.53425e-05 -4.14616e-07
398.477 1.31152e-06 -6.5019e-08 -1.35794e-05 2.90267e-07 1.48909e-05 -3.55286e-07
401.014 1.17711e-06 -4.85761e-08 -1.33052e-05 2.83262e-07 1.44823e-05 -3.31838e-07
403.552 1.25572e-06 -6.58338e-08 -1.27923e-05 3.09264e-07 1.4048e-05 -3.75098e-07
406.089 1.47148e-06 -8.10272e-08 -1.20953e-05 3.88448e-07 1.35668e-05 -4.69475e-07
408.627 1.69835e-06 -6.52105e-08 -1.15203e-05 5.08035e-07 1.32187e-05 -5.73246e-07
411.165 1.84233e-06 -3.55074e-08 -1.13101e-05 6.11788e-07 1.31525e-05 -6.47296e-07
413.702 1.84154e-06 -3.39966e-08 -1.13499e-05 6.3699e-07 1.31914e-05 -6.70986e-07
416.24 1.64116e-06 -7.63468e-08 -1.12321e-05 5.71591e-07 1.28732e-05 -6.47937e-07
418.777 1.22571e-06 -1.33349e-07 -1.06146e-05 4.74433e-07 1.18403e-05 -6.07783e-07
421.315 7.43391e-07 -1.61188e-07 -9.53715e-06 4.33017e-07 1.02805e-05 -5.94205e-07
423.852 5.6063e-07 -1.39534e-07 -8.4173e-06 4.94385e-07 8.97793e-06 -6.33919e-07
426.39 1.00146e-06 -8.08902e-08 -7.70999e-06 6.30061e-07 8.71145e-06 -7.10951e-07
428.927 1.90498e-06 -1.74723e-08 -7.51391e-06 7.61243e-07 9.41889e-06 -7.78715e-07
431.465 2.56737e-06 1.27258e-08 -7.49938e-06 8.16925e-07 1.00667e-05 -8.04199e-07
434.003 2.32789e-06 -2.00594e-08 -7.22399e-06 7.78212e-07 9.55188e-06 -7.98272e-07
436.54 1.2349e-06 -1.14235e-07 -6.4867e-06 6.83507e-07 7.7216e-06 -7.97742e-07
439.078 4.98541e-08 -2.18398e-07 -5.38896e-06 5.99853e-07 5.43881e-06 -8.18251e-07
441.615 -3.88374e-07 -2.50611e-07 -4.18029e-06 5.82455e-07 3.79192e-06 -8.33066e-07
444.153 2.15178e-07 -1.63016e-07 -3.13885e-06 6.45928e-07 3.35403e-06 -8.08944e-07
446.69 1.44478e-06 -2.04946e-09 -2.4895e-06 7.60344e-07 3.93427e-06 -7.62393e-07
449.228 2.4387e-06 1.0802e-07 -2.24169e-06 8.6842e-07 4.68039e-06 -7.604e-07
451.765 2.44008e-06 6.77305e-08 -2.08579e-06 9.12148e-07 4.52588e-06 -8.44417e-07
454.303 1.38199e-06 -9.9696e-08 -1.58921e-06 8.61575e-07 2.9712e-06 -9.61271e-07
456.841 1.01395e-08 -2.61438e-07 -5.69791e-07 7.38038e-07 5.79931e-07 -9.99476e-07
459.378 -7.17296e-07 -2.93025e-07 7.57494e-07 6.13608e-07 -1.47479e-06 -9.06633e-07
461.916 -4.25168e-07 -1.80757e-07 1.99212e-06 5.73069e-07 -2.41729e-06 -7.53826e-07
464.453 4.91984e-07 -1.45188e-08 2.84807e-06 6.55555e-07 -2.35609e-06 -6.70074e-07
466.991 1.35125e-06 9.70168e-08 3.29918e-06 8.1774e-07 -1.94793e-06 -7.20723e-07
469.528 1.67635e-06 9.53024e-08 3.57112e-06 9.50026e-07 -1.89477e-06 -8.54724e-07
472.066 1.32026e-06 -1.27882e-08 4.01552e-06 9.44643e-07 -2.69526e-06 -9.57432e-07
474.603 4.38497e-07 -1.66271e-07 4.86566e-06 7.80159e-07 -4.42717e-06 -9.4643e-07
